title,description,channelTitle,channelSubscribers,viewCount
"ASMR DIY FRUITS CAKE, SOUR LEMON LIME 직접 만든 화과자, 레몬 라임, 수박화채 다양 과일 코하쿠토 무지개 EATING SOUNDS MUKBANG 먹방","ASMR MUKBANG (watermelon, orange, peach, blueberry, apple, corn)Fruit mochi, Wasashi, Mangosteen, Gold kiwi, Watermelon, ...",Hongyu ASMR 홍유,Unknown,3430743
엄마가 없는날 아이들의 식사,어릴때 엄마 없는날 먹은 시커먼 밥의 정체 #동원 #동원맛참 #맛참 #밥엔맛참 #초간편반찬.,김켈리 Kellyfornia,Unknown,1123027
실비 파김치에 짜파게티 한봉지 먹방,,돼끼 baby_pig_rabbit,Unknown,242950
홍석천 게이 아님??? #홍석천 #이원일 #먹방 #mukbang,shorts #홍석천 #이원일 #먹방 #mukbang #용리단길 #용산 #국정원.,홍석천이원일,Unknown,1816471
회사 점심시간에 대창 구워먹기 #대창 #먹방 #점심메뉴추천,shorts #대창구이 #통대창 회사에서 리뷰하는 사람은 처음이지? Music provided by 브금대통령 Track : Vinyl records ...,리뷰하는 회사원,Unknown,3399849
ASMR MUKBANG | 수박 디저트 아이스크림 탕후루 딸기 수박젤리 먹방 &amp; 레시피 DESSERT ICE CREAM WATERMELON TANGHULU,오늘은 수박 디저트를 준비했습니다~ 오늘 영상도 재밌게 봐주세요^^ 시오 구독하기   https://goo.gl/azcgUX 시오 인스타그램   ...,SIO ASMR,Unknown,2800960
Gs25에서 파는 파는 1600원짜리 평양냉면 육수?!,쇼츠 #shorts.,이상한 과자가게  weird sweets shop,Unknown,985684
씨유 두바이 초콜릿🍫 #삐야기 #삐따기 #씨유 #CU #먹방 #추천,,삐야기,Unknown,54376
계란밥엔 갓김치지❤️💚 #남매 #먹방,계란밥엔 갓김치지❤️   #남매 #갓김치 #먹방 #계란밥 #남매 #땡깡 #진절미 •instagram• 땡깡 @pactrosbims 진절미 ...,땡절스 DanJerous,Unknown,1057914
하이디라오 VS 마라탕 비싼 이유? (입문자 필수 시청ㅋ) #shorts,,미나상 ,Unknown,126075
백종원의 빽라면 사먹을만 할까!?,먹방 #라면 #빽라면 #라면먹방 #야식 #백종원 #백종원라면.,잇츠오니 ! (Eat's Oni ),Unknown,152158
500원으로 마라탕 먹기,또 보고 싶은 메뉴가 있다면 추천해주세요!,제로크림,Unknown,1316461
bbq 폼 미쳤다(진짜미침),핫베이크 #bbq #한입등갈비튀김.,두맨,Unknown,1037817
새벽에 부모님 몰래 라면 먹방 | Sneaky Ramen Mukbang | Animation ASMR,새벽에 부모님 몰래 라면 먹방 과연 세라와 동충이는 성공할 수 있을까? 각국어 번역 자막 제작: 컨텐츠 제작의 마무리는 컨텐츠플라이!,키에커,Unknown,607232
달디달고 달디단 양갱이 다양한 맛 먹방😋 마지막에 한번에 다먹는다!,shorts #양갱 #이모티콘 #이모티콘먹방 #먹방 #맛평가 #asmr.,현오 HyunO,Unknown,380706
